variant_id,item_class_id,item_name,material_type,food_base_name,quality_level,weapon_state,weapon_type,page,sort_order,embedding
food:108295:normal,food:108295:normal,蟹黄壳壳烧,食物,蟹黄壳壳烧,2,,,食物,815,i4RLPTMZcr33lVw9681BPFTYlj3O0Sw9dEiKPchw/bscbS+9D74uPUBCEr3/lso71S5/Pdssy71dhK68EkHxvZzViD2+U+y8HaS1vGJpbLxo3Lq8obA3vRR2WL1FxgG+ZOIPvWP697yy0sA9BITGvGxhKL0YWQK+kisjPXfCEzyiOi49BaQCvQ0mwTvZC6e9W2TyPO92gr1iFOu9Z+MSPQ3izLwMf/E8ZU6APFjoUTxJoKO7SRskvci4BL4vf7y5DfKyPaJFkz26GmE9BPQYPR5rJb1FoYS9vOEaPWp0Sz0SE1e9xt+kPPk9sLwyjia8UfvmPCJjCr5sIf45ErUxuk2nl71Kd8O7jj8JPsuZ072MGG29rPq0PaIYVz19Nri75jvTPBt2K73tL5K9XMR/PRw6Bry8ZI89pp+fvWNDZb3y+RE9c96GvaPOYDwJZg09gBW5PfsxJr2n5xk9uBHRvMK7Rz2xntc8VprmvScciD1w82S9cZ2cu/Dh+7xfXiM8/qzEPeOtaz3PdOI8Z25qPU7EvL3giDO9lN29vQ561736egq986SPPYgymT3f5jM95wzTvSNHPjzazO68pUlOvQDXjz1nBKk9hqt5O2cLXT0gby28SsqUPfAqzbzt7r49Gb1Nvcmowr0hI+y8kfnDPay2Sz1AGKm8OX06PUUBf7yZJiW+q9gHPb/T/zvcqIs8mC0hvbvHoTz/7yS9gYlGO2uwHDyO+8E4F4XjPD2GAT4CA168vKQdPe8Bkr2UdI+9nEZ+vSNipr29IYk9wvvNvcxvnLwA3AQ9JJsIvF/YLj3b9E29HWzwvLbUuj1kfIs99Ps0POjgrT2uGg2+/0dBvQrsoz0s+xi9GIDkvVULcL085qY9SznDPWsmWj3v1rm8NgDnvbNjC72J4nE8v6ErPf6quj2Rg329ijVMvZxLXD19dRi8gTYovQ4F0bwizuE91LiyvT/MkrxkRng9AnlYvUD/izxy+o69XTqWvIvs/7uzztK9/yQLuvgoXTyISVG9bl3UPWK7mj1FEBi72B0UPv070rzDyBs+cPelvXCvlj1xNrE8IjBCvSvkB76A6vW8s7rZvcmctb2JYk68MMVCvSU+IzwJ9ui88+2OPYglkzvl4bI9prGuuwLlmTtFQJG997N7vD59Hb1Gh0C+3S8VPaanhz0xjd+8TLAZPvLXjTxtaaU8O8dmu6/jEb2HHJs9txDbPSVXpzt8gqi8ucM8PSILt7sXvZY9V10Zu0BtkL0QRvc860QBvXL7Az1+Qfq8WogkvRk4Dz1wvMM8fbDsPBoOtrz7Zrg9dMQ0PdcILT1992O9wzVWvcR7Fz3UNrO9cDMwvZpeCr3W58q9B+pxPQ==
food:108295:weird,food:108295:weird,奇怪的蟹黄壳壳烧,食物,蟹黄壳壳烧,2,,,食物,814,amGnPcsOk7zMluM9OOeVvYOw7T2WcuE6UGoivSPk3j1BfqG8ChF1vUYQjrzAQaK8Pq2qPVuHeL3vh0Y9ce8yvSYqgT31YBi9LWckvZadKz1FNhE8jnYwvezBv7zFZ8O9DTYpuykEfLxu1ZU9WUxnPKGLaT2Oajm+8U2MPE6cv7whlVY9CQB3vdFDRT0uar69rr4KPku8kr1D/As7Bk1MPY171rs+YhM8GFe/vSbJqzyAZ487GRXwvXnLlrxY1VE87pGRPHkLbz0A+q68PCm+PCnv+bzFvre9SjVDPAIcfj37Fuu89e5FvQBQpL2x7HS9Y/iLPCvcvr0Y87Y8yF4bvcstob2pIo28kuizPXSE97xAGlS9xsexvFIjtjvtVIO832ziPCY5C7ziP8y9hMe5PF2s972iQ9o8fn+lvWGcJb0OoFE9vdadvfxhQD2bl2k982n+vHghjL20MuI8wTOnveFxnbwT6pc7KNZdvR3A7jxdqWm9A20ZvCeD07y9mKW9wtEOPmjWZT2lQCg9/1WwPA1SYb21Bpg6fcydveUxQbyg8oW9rIMrPrFHjj2yeIW8WvV5vYHFZD2PqjS9jWiOugDiID0Ooyi8K+FHPdNfEz14JYA8FlECPaYQrL2ZNTg9EOFLvH9P7r1I+Do9N01uPeSBST33X4+7PM+GPUJ0bj0jN7G9o8c8vasXRD1+FOg9dJQUvYSlh7xC4JI8odjPOwdD6D0XRIo9aZ7VPXrpYD13y5w6AHsJPd+ou70f9Rm9538QvdqS5jxY7No8H50ovpVpUT1WQi49aF5fPIknyDsl0Zi86KkyPT0yDT34ABa9648+PXkZlT3u3Ky9910KvPuuuz1mvpC9tX3JvTu+vL220TA9HyYkPfB2hTzbp006tZ9rvcLGFb3AwnY8scgQPZ4vZT1cXGa99tIpvfEILT0c+Yo90kA4PDdMsb0C6qU94lLYvQ/hTjzJ14M9NPiZvTAgmjxTRRO9X0FuPcY5Nr0D9Ki9UTvVPTCUET0hHDq8wfkAPrhtrLyDN7g727cgPpmEvr3aun49+eb1veCwRz217sQ9/UUOvQd0Eb7Bf++8xfEXvE8q0b20+ca8li69vHyOJ7xYSS29IIZ2PXXOCTyxdXM9MRGCvXuxUTzQnce9mQFkvdsIq7skkAq+1Lz5PRtuyDy5yKY9IFyZPW0mdz0qSQM+cyuyvdrQC72yebw9KGJcPXq/lT3HMIS8oBukPOHZhLwZq8o9hqgDvQ/xID1QGZC6MnrXOiygoTx9qEy7oZoWPWIOCr0qdCw9ESCXO2KdvzzEZBw+8KMwvdVDWj3CNWe9zL++u593c7zObli9G/1LvYS4L71llZe9k+pvvQ==
food:108298:delicious,food:108298:delicious,美味的绯樱天妇罗,食物,绯樱天妇罗,3,,,食物,922,Krk5PacBEz2AeBU93bCdPSeuJ7zSJJU91iKSPddW3Lx9Tag71XFSvS3j3LsTXb28IBXtPdZfpj2ksTc96LsqvbqJGT7trgi9/qfdvJwXOrvPwCs9YxTyPZ0qhT3tG2U9wshJuyF+2j0BAgm9Wiltu6TiTbp72F89ZhtBvM2QVDxOW7q9SgiaPWN3fr1WJ2K9ZLDNPAk/kTyrDXk9fibavIPunj01ODQ9zSY3PW3XujxXOzY8C26EPOyS6Dy0+Pg8E2z1PFILmT2scFO9pRXdvKBLZD2XfG49Mv6RPY6UiLyCkr+8A2CLPWwSxL1xGG288n3dOqWx6L3pmAW9OsZYvZ+F2r0RcbI9TRqxPE8wgr0YHxq9mr9KPGQE+7tw4x49i8RCPDXXB7v9EJq9/+zYPeLYwLtRkSY9ZPE2PKKanL3P6Bk9Si2jvXQ85r3wg8s8q/wmvkgX7DxuuTm8AdaFPb4XIz06NOc8vFaRva4Bor26/0a8S+ibPRkuxTscMw88jr5VPce+Br6NHLW9IGD1PLhT2L3hBhu8WjWLPTz81DxbS3I8OO4NvkmsujxALom8ml3CvNyoVDsxTUM8/DkFu0H9sDzt0Jw9Ibz3vYdZq73Ikhe8N+5qPZVNpTvsFtq97AKIPY36Hb27zUg9lMWgvZofob1kTqi9FUSjvJxHhjsiOFe9YFOuvcjsg71HgTA9aJNHvd1cwj24hIo9Tw0TPoc5lb2vgSc9ccuIvWWLn73bT1o9xRcTPhqMRr22gis9rx2wPRjGDr0F9vo7y8NhPd/PjT00rIa9cfDPO57z17tSDwG+PuMAPngbMjv3Tsg8ENipvZNBoj0+NMe92CUJvNIuurvh/fq8o0uvPeoXXD2+l7q7lJxtvSSCUz2QFZ09tOBdvY4f7r3wwzI9UnZzPSi6yjye1y+9MXdOPYMfOL1EDjU9dvSVu5A5ujzRXrE7FbSHvbEu7b2iTha9H7Jrvde/Ob2xV5+7A14XPXfF1b1UKYA8ABGfPaM7UDxJEg8+0w/wPDWmrLwOEQa+8sdZvd2HiryS9sm9/WElvZi2WLuFHwE+2mpBPUGZkz0qn7K7yHQWuxtXXL1KeY097RKGPdxFeb1zM0A9d3qSPU1SOD3vEww8/cwkPiRxKz0rbXe8vNKOvBGsEz0LCbE9WJArvRrBtLwW85I9ogbnOxEjPbwLNiY8Q31SvQZvRT04UNG9T9VGvXMq4731ZUS8gljnuy8sqDx3J069IgCFvVLe+TyWzQk60TfevYYEtLsZLUo9NsU5vZ54tbyEXQG9NR8gvdMaEb1Od8E9q62CvQb1wbk7igq8owoWPQ60CL7IMja9Z3DlvaFEJ72Znsi8vIPSPQ==
food:108298:normal,food:108298:normal,绯樱天妇罗,食物,绯樱天妇罗,3,,,食物,921,vQTbPfI8zbwsOwA9I8+jPZ41vLyuW5W7Vy6xPZWz0jyh7TI8sddXvc72rjvxwWC9kV5EPn/GVz3DeRq8m+pCPYiODj47BIY9YcTevbN6f70IE1K98+GMvQ64MD120RC7xzxrPW5tZz3hNEy9zw7sPRUeOzxQPJ09Yk/yPW/MDLwxXYk8CDi2PbFwVTgPtrY8l2P5PEx++rx2tpc9xJOqPDdyvT22LtA8NIXpvCc8jT2L8Xc9JeEOPW7oA721n1G87rZiPcVn7D2Fk069zM5AvQzg57soJVw9ObigPR3aib1lVEG9wLFlPSa2wjynU5E8OBwMvmlUiL2wnaG8i2kVvgI8C73oqiA8/hiFvA/iMb3LuHE9hz4KPpxFN7uErV09uyCkPfJfqbxKkba97bcGPrjjhr1DVYm5baSCvIPb6Ly2Jtk8zOEQvMVPlr3mw6E8iBG9vVZhD718HRc8k27FPOMT7LwmP909884Jvb4vnbxUAhu9yN1cPfRoBD7cI4y9z3MPPWvZOb0Yu3u92pjOvWBMPzzXCng8ihNNPXM0cz2Eb8u9+UN1vYikHj0j9AE+y/i8vbL7ELtPtVK9gdzAvEgS+jwdDqw9brI8PTh4Pj2Uaa+8e2CZPJvAt71yskm9NRTlPR13Sr3KxPw7L3nJvWlmwT1LuCo97tSfO2oRnLypmEa9T7GzvUYGnL0/1I+8rejpvTa0yD0RERQ91u/IPUDkFz2t5EE9N2QWvQAmBj1sejM9NFmAPczu57x5AKy9FnBFveYrLTyDh6W9Pmn2vHyorj1Kaim9Xv+bvR9vwTyIBaO96SmxPK62nb3FbV89dCH6vRazqrrG3aa8g3XYvJ9TN7zxd5O8MgCmvBwiXzntGfw9tcwNvMqHuL3MMKU8VM8evZ1xozzMLj09uWUOPXBOl73TrCk9k073u37Mlr2a04a9huw+PVGLuj3dDYY8Er/XvU34U72zL2S9zHrRvRP/5TyK24y8mmN4vMEJeb3lDsG7oYUHPX0bnTo1bvw8cMkZPoogcz0sr+69QvIWvMTcZr3nOaq8JZiJPDIXx71t2hY+Hb0RPIy0ij0uryW9FnnHuvxJ9zzBYOU7ZggQPZnio738C6A9V5YSPujEFz08pps8Jx2kPDW1ED0PGbI74ywJvXzxgjzRDKW98/DUPbqFKr34BCO932CEPfWETDx+XNM9g5pIvSGtlr2IPR+8OnsaPQb9Yr0tJrs8TpAKPURMjbz333q9v3rbPC2JQD3Ze8a8v7qwvSRYcry16rg8yUjIvaLvy70Ns0e9TjAwvC/zGTyTMZM9IyazvMbxYDs0sMk87osdOz498r3/VIg8C7Civcn81LlKV7W9pcVjPA==
food:108298:weird,food:108298:weird,奇怪的绯樱天妇罗,食物,绯樱天妇罗,3,,,食物,920,TgsOPblG6rtbQRQ9FevbPQebZ73Hxoc91QjbPWXC/LvNlus7p7euvfvnpD0mDTu96z6bPe83Hz31adI67zeAPcwr6D3hrx09EDVNvVn+/LrngLO8Y9sxvSUynLspQ8Y9ECcfPOLZtD0Yany9e2vSPdLJnj05sS099QP5PPVMSDwYti087KRwPTnRNb16Y7U90/6aPdKPOL1GZ+89jV3lO0yQYT1ii5g8ID8VvfFmijwvNuY955VbPfqCJz1hKpC8WvZVParvoD2DS0+9bizru12TST0X85k9B0vVPO3hkr1sJGW8jL0vPcsSuzxfIIC9bmRmvZ7q073MUi29rhMxvj7czbwr+T64ObElPUfXOr3nLQ28NQywPeUD2bwJAla8B2B6PWmdNT3OnMK9tyyPPb0wx7vh9Z67cz08OIe+mb3NZr28YOnovKw6Fb5MTcu7+xoJvjLQ6L1SVQQ7WGZMPUP+jztB4t49kk9ivQPcfr2HhLk8JmvzO6ZAAj6Y7VS9mWGiPNL9fbz7nVO8mWQ5vSL84bzcZQc9Q72ZPCf0nD3o+tC9Lk29vbCe3rtuFKQ97VofPL3CWD1ahRa9JzPOPEiVRz3s3s08wjiKPdSjdj11on883rCZudPkU709awC7RRTBPWYizLwxmOs8rmkJvSX8vzz8MgA9+wflOlLrEz2JSm+9MIQuvE71Iz3wKpE8IxMJvoF+Zz3itnC8gYziPXZXsT0yvEc9hZs0vYV5/7uuknI9Z0RVPfv1xbxBetC8sFlLvBlXCD1c392950a/vCSHzz0fHde9dqEqva/TMzwn0Bi+0npIPSFDLr6jWFK95/cEvnLKoDyl9Im7TOF5vW9MFb2NNoY7HJg6vY9Hlj3atAQ+xUJiPCrK3b0Zulk9bYrEPONlc7xMKhI8S95/PV53mL3PXo08AAiWPBxCpr0uvTi9AoBSPEcDxD00Yoe6SIi1velgyb1FaeO92YravUSldD0RZVG7rEGcPUQL67y786G6nNuVOy3MAj3fCMK8SSPaPfTOdLtZqwa9VKk1vCEttb3tTlG9Ey6suky9Jr0rmzw+NcOgO0PTPj09vvq88C6UPP6Wlj0Ag7G8QhiJPTwleb2+HDs96JnbPWQ5Zj2zpHG8QaEXvfNdez0HfRI9tVtDPWQ3CLwbwIa9Dow1PXnp3bxRPOM7ipMsvcWv8LzLDL49wNipvB9eB7zo8B29exP+PPXnBr6280g9QcpZPYK2LLzVCUu9KkJBPXnisD2YANO8R2g2vauKeLzjw1E7thQCvqsftL0tvUQ9rytIvTQfzjwwI/09GzMuvLi5Gz1WDpY9dyYpvZ0tDr70YXs9JRTJvHL0JDzt1Me9gkAiPQ==
food:108300:normal,food:108300:normal,「红炉一点雪」,食物,「红炉一点雪」,3,,,食物,350,vbN3OsyspL33Lae9ght/vR4uoz1lCWA9Zr67vXSjyj1ZQXC8BSf4PAxSBb3Xsbw9lPWnPJAff721djS9l0ObPe/xmLwi5E29I7OgO2cLrb3rxhs84slwvVNbLz1dU3a9FT0GPX7RRT3+8Bi7gGCRPfd+Vz3Xb9o8x8kkvSSLx7y0NL49WDWfvUs6kb2vl2a9hnaLPQfGDb3Yhz28jx+evDiVz71a1Uo7SwW+vBfeTT2D/SU9FdixvfMeR70Pzjw98QRhPPgIuTwdGoA9EMMTPc1I/r2youu8LL7rPcYEbT1O6aY9tu1wPau3JT0WeBs8e9C4PJTbIr4uOGy8pDZjPRHiiL3Zygk9VyCCPbu5sbzHblE9Yqi0u0sAO72WraW8SKoBPPMsy7scvgg+A49/PK+DwbwTBbO8RVUGvSsZtr10jU68PugCPudmUz0oU/A8Rb8Uve4IsryfgfG8C8sjvVuzsD0y8oE86EDcvW2cg70OK++9DQoavi1fnr3nC/K84qb6PVHsjrxFhHI7dZatPYvZJb3Bel09dj69vQVqu70mMUq9jGi2Oz3keLxSs+G8dT1ovKN2ND4Nv5a9ioiWuoI2Xr33in68V0htvfZ0qr1OZDW88hDuvdh17bw1eT+8Jo0zPX3b3j3tc5I9NhfDPenfHz0N2jG9b6UlvQpb9bv2l8K8Wa2OPGN9UL2I7Io979GnvXTrrr1WTgw93bdUPaozbbx5tpG9rUNZPeRYyz0pFaY8Z1LOO5bmDD0uorY8QJhNvQu4fL1g2Ic81SGovCo0oLsXqx29CMF/PS7ElDxevCS9WycUu8kkbT2CDbk9He4xPcFp/DyQd7M8YLhqPXSLoj1AWAW9gFWdvYmmAr22lqi8Qx6yPfVrOr2OzEy7GeQgvdxJgb0zcVO8kgzzvFwPCDx3xBo65cG9vQiUzbvhdMQ81lAevTUwg7wxQsW9glMdPW9qyL39sDG8YEPsveVAtjyw7du83ElgPbnq0rwwKxO968jbvP8O4b05t5W8TYMAPk/QZr0D/cy8A2BDPrz6fD1Yspg9KKNhvsfWmb3+Euo9EAyavXiLXL27UsG9AUHpuTXOmLtwyPk76Bk8Pas0Rjz31rI9EL9fPT9RhjpsBc28hKm+PTKRzL2gM+I8885MPTTpSbuNppu9iWsKva0+UTzRXAE8XgyKvRFPT73FbKQ9k3HVvCaHdD3wJqk8PjV8PdBebryTeJs9YQrwPPANzry0Qqg946b1vSLWjb1miKs90kxTPaUKS72U1ba86LS0vD6vNL0f1x+8Sv5FPdFRMT1yzJU9Q6VjvRZG4Lz6iNk9p5XmvI4Ovr3c08Y9vNQ2Pfi8q7wKHQ+9DtSTPA==
food:108301:normal,food:108301:normal,雨奇晴好,食物,雨奇晴好,1,,,食物,288,MArevHghJz3ViXU9JVqBvVQvBD404zW9t/hxPS2fMDxq48a8EvUhPNsRsLzv4Ow9zbjCPVX+s72SMJW9FtKPvcvZOz0dlEu9KZP6O+24Kb1v3oM7MvZ2PV/KODyz7Ag9XyZePTRKgDzH2K082aZIPRE7Hr0ZzPY8SkotPfYEWD1brIc6aAswvfzA8DxVP9O9X0l7vcpvmLzJIx09MSi1PF/KvzweKaw9SMAIvblD4j1BBPs9ubP2PPSHorwjEu89ZtxnPWfnujwNS8W8TdCEvdzb9T0Tvpa7tJTvux/E4L1BwVM9MJgdPO2Zij2SMOc9E4yhveKbJrz6jB69Ev0SPTJhl71hIAE973dnvbnVtr2H78A9yY2lPL1JUz0Ym4k9nBgbPVaTj7120eW8kmWHPRRZYj1g25M7GY4du2BiZ72elWm95sb4vM2OGL2kWI89lOXpPNAFLz16Veg8IavAPCJisb3SSS292Eg+vZk8AT1OY4O9XpQXvlaynb1KXBY9zeTsO8+H1Dw2Xp+8tnqtvCqC1byc1Qk9kCMevYX4jj2/vgg9sjKGPSlYlbkcrJ29zRGDPRwrSj0uCoW9vRWEPcfwtbzuhtQ9+UGbvWqEQTwOUYS95V8bPXa9zbxxP0i9OhkTvAkOnT22l9c9563LvXWbLr0P5Qu9NV9iPdzggry8XEE9TRqYvKHOij0Lj4s8EqcfPV/W0z0+CDW9IgRfO8TIDD2zPPc8RhCgPQCT/Ds7O6C9ISA9vdeslD05Ydm9Q0cpPZcR/7xrfg+9zrqGvr9gBL3tDpQ9hpFxvQ3q3rvgm1M9B+kLPZruPT0ZhKg9ZwfZvQmE7jvZS508jVRJvnjhIr36nwK9IvNPPWBjybyg9ig9x32IPQdWo72M/p49fTarvJB0X710X9G9u+iMPehjwr2VIbC7qZIPvcQ4nLwUQTi9A6RGPdh4nbxvuug7BL0AvguUeD33G3M8kCtSPTI+g70kCfU8hjzNvBccnz2WNZW9CQtZvYdntjsQq0y7/Bl3vYvCkj3qfGM9ZxpbPfgCib2RPCE+oWeTPKMoFz3ee4q8SzLovLHpr7w7W+A8bQ4xPFxLaT04Tdk9TJ4PPcRcfbzIK5o8l0y0OzX8orwB+yk9xztoPR8lBzylkR892iTtPAmOdTy9v449qGPQPMwn4T070tm9hPj8u46x2jysDN+9j3TTPa99Z70DjMs85HO5vXbWt7whAgM9nm6TPDPuET4yvIe7pJFEPRO5bj0gaLE6VY2DvUMrhL0fMJE9v6fiPZCCDjxZ0JI953YLvFrexz1GgJu7zSx6PWBI0b0p+d+9oUhsPcf2j7zh4Ko8S3/ZvRclWDtRf4y89ObkvQ==
food:108302:normal,food:108302:normal,夏祭游鱼,食物,夏祭游鱼,3,,,食物,80,o6EZvJ0Wgb2m9p68XcE9vZFGXLztPq89uXmxvULyED4czhy93oe4PbzVcr2QlnE9jmC+POG8lD0Dgbu8ZXGkPOyLjT1svOu8nDMqPcqTiL3hYoM8+/QnvmLWE73wTw69m57nu7IhH7oBKOM9KISHPd83ZjwUV/G8p+3dvKXRbr06xSU+/KrGPGsLnL12h+29CdzhuOfWgjzugbC9seqoOzzNor1PBWQ9NRC3vVpjCj1N2049/IgvvU1cD71LPjI9zX2BvZYhsD3Aq2+8APWUPK4MzLxsLXi88c6RPYS0hL3Z76a98XevPBotrr01JpM82KiJvJ6Uer1NRty8bs2rvD1wJb1lO4O9lPFDPQ3sqD2ab5Y9rvARPfeCtby8afG8F/0JvfMwGb2JrIO9bQ2pvDgVAr6YOlw9PPlvPfCnCL40r9w9jJvVveBZULx6Dko9VDCDvBXqiDyU0Xu6gutbvZYiXb28oZM8mle9vc9iqz0OL+i9Un3avZaygz1Zyvg8gelgPcBqXz0wjWK9nD7bvY9lor3K/Lo8oii9vCysSD1ayWo9PC5EPasKdLzAQWk7VMysvdT9zD0SAua8xv0PvB5sHj1RCWI9DOiIvJnUuD3TqDe9KEubPaJ0HLxxBQI9Zk/YvCndAz526WO9RHTwPDInfD2gl169n0i2vHhswr0A5Fu5AdPLvC2wjL2jKWM9ukTVvIDa7ztvnDA9bSDSPKoc3z2E5JG97YQHPlP1Wr3UVuA83snZPTNMEj32qaG9vGm/vVMWlLzjYd48uS6EvU6rmDw+Rgk9HqxhPG9PrbwkSxC7uWa/u829XLzg9eM99yhzvV6jRL3ZeW+9WBgEvXpFmT3iwKu9DCFSvb72mbwSfbM9YjG3Pa2atzyaZCS8hFo6vXxIQz2gKsi8wtbRPGAcRr68fc88acRpvPHFiLzzl029XuKcveVXKT0D9Es9olHHvffkA71tJ/w8b2iKvRoiyz1yS7c89AEXPTbPDL1kWMM5BpOUPGaYfL0naEm9ZtVcPuifKz1PCNS5J5JhPZUSyDzIpNo9/ZfSvAmQFDwi6hQ+i609vQx0lb0N9bQ8ZSk3PKmiD7023Tw7uE9pvYngXT2GuIU9WYGTPT4iHz1ZE4+66+Owvb3UCL2qBYs96PeBPbEOnL33nxs9sMUhu0r8tD1Efo48SAaGvRTVCD2hOsG5JhJmvaNAXr1jAn09+yVxPRLEoD1x2Kk987cBPSQDuD0h5wK9aJWkvGk/ML3l9Vu8aHdtvI9eSL0wXB+9GnCsPDTPkL1EKby9CyaYO/9i7z1+I9Q9VD6dverlw7xiY5Y9A6qcPFL/tTyAhf48pKnUPZvwhzydYDa995iuvA==
food:108303:normal,food:108303:normal,头晕回避术・改,食物,头晕回避术・改,2,,,食物,240,drbpPT3str3ujZC9k5s2vAZzoDwXfsk95ZvLPLbqwDzsM7K9Qb7wvbe9+b3wvbC9j6f1PfG8gD2nRNQ9SKL5PfbUyz24m+09az0uOqf1Ij0T9po7StQ2vWv2NrwzuX89YGjXPMXxx7xbFba9+wPGPTnwAz1v1u88KW6/vfACMzwOg5G9ON3FPfr7FD1DKdQ9Z4g9O2WdSL2M/RU971TrPXGAbr3+CLG9vctPvYZO1bwzhGC96Wd5vC31qj1e3tG9WEuTvD3furwtnHy9k2ljPaku+7ssOJk8SvWgPNXXxD13RYy9AsHSvIbbSb3Qn2M95rAlPRuGt7y/5Za9fF3BvTsnDbu53TS9D2WHvXWW0Lx8vFY9JUBnvcQC+T0p0r09Ii/KPMoPXjwvioy871gLPMfR3L1E1WC9OY5ZPX8M+7xX97K961YKvR/ZWbz9Dmc9/9umPCPtmr0P8Fu971u/PKa/wrsOCpq86EFRPJvSVL2jaMG8YeLnvLqTkT0u+Tu9jQp1PWTisbz25gQ92ETsvZ6KF70h1yy9CMeivNbCXb1Lgts7fshSvSMVrT08qNK8ca01vaTFOzz9xZ47lVwUuwc+Qj0Slzi7iVZzO0CThb16l/a8aNnNOwasmDxRCxs8+YWAvd1+LLy2n6a9GNBtvfFv4L2vGdG8kEYzPJXoxDyPxby9GMZWPVHQ1L2u3W09uiDHPc8EqT3Jvx++ZN8RvZmA1D1GYgq8mM9Fvcz/870VgJ89CXoXPbxygLsu44M7V9Jcvf4JlL2HJo69vzTvu3Ul/T0PYbI9pIWbvfKn2ry3wBw9sFwXveRpA70cuIe6w5+EvdbgE75oF108mpXGvOBOQbz0ALs9V1MtPTRAKL0caJ+84VZFPagtfz3g+Po9yoYZvXUVXD33MWc9gMYNPeoaCD6WFcQ8zuCqvEsCLjz2i7y99K6sO8Ki1D3PsxO9S+zXukWGob2DGOy8bmb2PaVeqzsL0We9YO2RPI0JY7w11v+9FCTku8mvtz0V+qk8ddmyvJSpL77zy6K9viQFPt0+dD28D6M9xD4nvf5Ubb1h64Q9tAiHPBhQLTz0A3Y976HyPLaVpL1F4MM9txwpvTYS0zvO3aS7McZKPd9IXL3EmxE8vCmXvXy/uDwWEBG8YLIkPWR31jx/o5U9ojCYPNS0iDzJbgK9QQ8kvDAMwTyLRQo+xgwlvYeprzo24CO8hhslvJDjuTwo5AI9HEivPQaiZD2z5uu9sNwqPYrSZr2kXfy8a104PT8vIbzKSEa8kBgXPYXrJ70WfFW9R7OdvW3vYr2fBaA9V10lPU9P6r1mOEC7DO6nuqmLPL1tuyu7GzKDPDYH/r183NO8XlTkvA==
food:108304:normal,food:108304:normal,特制风味烤蘑菇披萨,食物,特制风味烤蘑菇披萨,3,,,食物,181,z4ddushF5LyfoJS8W8SaPQj8nj1cdBC9ekVsPdMitLxpENk86+aqvRf7xTw1pLm7bUuMO4g1pb0D06e9p64aPQsZQ7wW8GI8UcekveIt1j2NaZA97D7KPJB1xb0Yodm7VxISvZezBr23qnu8mR6cPRS61D3WzHs9mlk3PSdvqj1jjXC8IoCWPAqGQb2Ndbm64+p+Pd6IBb78GI491WfLvOk6Rj23LEK8824ePC9ZPD75MR69HciGvLUjSrpCE9E832JtOhXorzthhXs91HkxvM5BgT2tx5s9moJAvUtzEz1J1hm9Z1ulPWA6X71O0gm9Q0xwPGS3Lz1Wwa+9038GvOhvqL3s04y9sfECvLMcyDxbWK+9xTlwPZUoDj3md+68nbrZvRUAQ73idJ697xU1vIqwVD2u7zG+Yn6RvdIZtjwDMY69ifXHPVWbqz13qfW8DW8QPlazDDt2KH09ka63vUAXUr0vVbO9G4ohvhqwnr1q5629uucVvUyTmT1trMk99cWOPFilrD2YF9e9aTU9PTb3OT3Yoqo97AQxvBjX7ztzhJ09EvgaPUQ9VzygHrm9I4WDOgZHrrtn/IG9gNLgPaRet71t5jo9GgHZvA5IZz3YA309kcbfO42G2L1R9o481eKHvIiwLb3aB3+871IGPcmRoL28qDe8BDbYur2a2rz2L4m9w7J5vbb8pT1XdF28X/kJvczwAT4kOyw97IqNveaYujudady98IidPbXa7jwXQvq8IXrBPKq6sj0wa5E9z55avSeIWj1oELM8yWbDPOFqVb1AwLS9AowwPYaDCb4f5lw9t3GpPdlD+r1agim72nVavJoQSD1uUSw9/Xfxvep0/b3S/Te97ZZBu+AaTb0Zwew8JzKDvUqMxj21l9I9FY67PZOa1LyVnuS9LWc8PTvtPbx23S47Q4c9Pbj3yj20MT29Ue4uvUUz2jzxWgU9jw00O+pGUj0oGY6934BhPV1XfbxTgrc9hwDXvCIG0zw72ry8H+LZPCOCDz1dAnE99CqnvbU3br1u6z49WzEWPainqj2UdUQ95hCSPZ/tObyWoJO92zHQPL2StL0VXTc9JTS+PRlWIj226i49cW6pPYocZL3kBIO8UKwiPWytCLyou8Q84X7yPaje67xAgJ49lnH+vHCuCb1fw2w9spQxPHXrqz040ym9vmAlOQRCcD10pY09Y0SDvIg/Mr1xf9a9pvjkPMYgaTzMa767lHikvcfL+TxEyIo7BaYzvY7J0D1VRhQ9LEEKPQNbg72QNxM8Uiy+PZgkhL2MTlM9iy8aPRtKz7vajhC8eiNZPRwn1D0RxNy9IcP9vEBkYD22aBk9KdCAvcpeVr30M4w9P3rNvQ==
